,errors
295,0.5718497064215345
296,0.635784651783725
297,1.337882661117991
298,1.4327262893437718
299,0.6427723819272135
300,0.4978724634479332
301,0.3324384479182299
302,0.34406349440149425
303,0.8180058904567629
304,0.8889877409807354
305,0.5697460869327933
306,0.8168618010246363
307,1.2931048090856427
308,0.9570723956413942
309,0.9474835458892186
310,1.5072241721982884
311,0.5475346270391902
312,1.1628223343963964
313,0.8586115862376065
314,0.41170346727248064
315,0.18458089886703788
316,1.2697291196780336
317,1.008579035433334
318,0.6841827897946541
319,0.6042682078379442
320,0.7258833383513954
321,1.5805952936938652
322,0.6284921047124825
323,0.8937935181174923
324,1.2271603560456066
325,1.219745112431611
326,1.0939291406087444
327,0.6433083113892134
328,1.3340397221495661
329,2.799019107849218
330,1.4644629563437854
331,0.9977351338611182
332,1.1469819551730391
333,0.5452124169835623
334,0.765472543823037
335,0.3836439284811534
336,1.9294936604351451
337,0.8761666568067574
338,1.9187619765000627
339,0.9282460583747911
340,0.7523484711038171
341,1.0380126193172845
342,0.8142941564541957
343,0.18725718067359107
344,0.9990242706811784
345,1.220045919629954
346,1.0306226121996374
347,1.0839968791364707
348,0.7403745399248612
349,0.38101122535112886
350,0.5782857004353698
351,0.17901182940639437
352,0.6915271998772189
353,1.8723021946344642
354,1.4318389690684825
355,0.5270452074219253
356,2.797969195522093
357,1.494344099148467
358,2.058994928725671
359,0.24206354389869308
360,1.7800608902286865
361,1.7286582337780165
362,1.5507860241376867
363,0.8537779255839507
364,0.474028205361621
365,2.4147901302938126
366,0.434890621123849
367,0.37546625659612326
368,1.2215612130841544
369,0.3825819905876229
370,0.36063688441193603
371,1.4625019072284366
372,1.4852003890721073
373,1.0901191866606992
374,0.21437660040037299
375,1.041841891905071
376,1.2174213657483142
377,1.0456098882707228
378,1.3041125510996616
379,0.8491650106165342
380,1.5256072819192585
381,1.1179625622754916
382,2.3320295881484965
383,2.9182670051885737
384,0.3585036413389115
385,1.479837584886181
386,0.16861768165413127
387,0.6509691515878246
388,1.7851757119962333
389,3.3601661241376695
390,2.1118613238612096
391,0.7096203935370445
392,2.3984679304425716
393,1.6029953956197287
394,0.9601310718814224
395,3.4533107121475393
396,0.582316354312918
397,0.6608448453789876
398,2.087877020376472
399,1.231324813366542
400,1.2246342383019242
401,1.9548441544081907
402,1.8773095305614795
403,0.6146434520265441
404,0.5825301012492701
405,1.5630193889569568
406,1.8564375389376429
407,0.8713581353266343
408,0.787772804456212
409,1.8698678202668098
410,2.0193184856712247
411,0.7131538924727676
412,1.1653169834371
413,0.5869612400612157
414,1.9582975699178284
415,1.0256928074459482
416,1.3216264762533556
417,1.495652807127539
418,1.03393569107582
419,2.1745287821537347
420,0.8883736622271796
421,0.6411759402215262
422,2.142550707085067
423,0.6776693689402777
424,1.0047190498712277
425,0.6806277395829674
426,0.6252796230105631
427,1.0122868016880804
428,2.118099358063694
429,0.6516736837837722
430,2.2765669955521886
431,1.2099340878524012
432,1.6843513863933812
433,1.1163947991038767
434,0.5883111920342302
435,1.050455025271159
436,0.5955394388943859
437,0.6207959534055897
438,1.0741542648904776
439,0.6614158780345196
440,1.4120751072532793
441,0.9790323137350839
442,0.17148555725075937
443,1.5886876716601668
444,0.9717343806073734
445,0.5997585476139637
446,0.47216161117740973
447,1.0508515716921683
448,2.197741886374371
449,0.5451697714876999
450,0.4785998000648618
451,1.6397083060377267
452,0.8263591134606941
453,3.7014862995746065
454,0.6629432731364354
455,0.7980884379790286
456,2.252766478857328
457,1.2293594844034965
458,0.9657829300655487
459,1.1041598057485116
460,0.5066615394364379
461,2.072252021673427
462,0.414401671489481
463,0.5925506435372873
